Time (s),P2 - LOX Tank Pressure,P3 - Fuel Tank Pressure,P1 - Chamber Pressure,Not Used,P5- DOME Reg.,Not Use,P4- High Pressure Tank,P7 - Gnd High Pressure,P6 - GHE Fill Pressure,P8 - Pneumatics Pressure,Not Used,Not Used,Not Used,Not Used,Not Used,Not Used,QD Sep Indication,Lift Off Indicator,Main Valve Open Indicator,Main Valve Closed Indicator,Load Cell 1 - Veh Gross Weight,Load Cell 2 - - Veh Gross Weight,Not Used,Not Used,,,,,,,,,TC1,TC2,TC3,TC4,TC5,TC6,TC7,TC8,TC9,TC10,TC11,TC12,TC13,TC14,Relay1,Relay2,Relay3,Relay4,Relay5,Relay6,Relay7,Relay8,Relay9,Relay10,Relay11,Relay12,Relay13,Relay14,Relay15,Relay16,Manual/Auto (1=Auto),
67.953,-1.72,0.87,0.62,0.00,-14.47,0.00,-22.75,-20.46,2.63,-2.38,0.00,0.00,0.00,0.00,0.00,0.00,5.10,0.01,1.09,1.05,48.45,-2.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30.39 °C,29.00 °C,28.59 °C,28.89 °C,29.00 °C,28.89 °C,29.00 °C,1369.68 °C,31.39 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
68.954,-1.72,0.87,0.62,0.00,-14.12,0.00,-23.67,-20.74,2.84,-2.27,0.00,0.00,0.00,0.00,0.00,0.00,5.10,0.01,1.07,1.03,40.82,-2.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,30.39 °C,29.00 °C,29.00 °C,28.69 °C,29.00 °C,28.89 °C,29.00 °C,1369.68 °C,31.39 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
69.954,-1.72,0.87,0.69,0.00,-13.96,0.00,-23.67,-20.14,3.23,-2.27,0.00,0.00,0.00,0.00,0.00,0.00,5.10,0.01,1.05,1.01,40.82,-2.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.89 °C,28.89 °C,28.89 °C,28.89 °C,29.00 °C,28.89 °C,29.00 °C,1369.68 °C,31.08 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
70.954,-1.72,0.87,0.69,0.00,-13.92,0.00,-23.53,-19.87,3.43,-2.22,0.00,0.00,0.00,0.00,0.00,0.00,5.10,0.01,1.02,0.99,40.82,-2.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.69 °C,28.89 °C,28.89 °C,29.00 °C,29.00 °C,28.89 °C,29.00 °C,1369.68 °C,31.08 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
71.954,-1.72,0.87,0.62,0.00,-13.66,0.00,-23.53,-19.73,3.52,-2.17,0.00,0.00,0.00,0.00,0.00,0.00,5.10,0.01,1.00,0.96,40.82,-2.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.30 °C,28.89 °C,28.89 °C,28.89 °C,29.00 °C,28.89 °C,29.00 °C,1369.68 °C,30.79 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
72.954,-1.72,0.87,0.69,0.00,-13.66,0.00,-23.16,-19.36,3.57,-2.17,0.00,0.00,0.00,0.00,0.00,0.00,5.10,0.01,0.99,0.95,40.82,-2.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.10 °C,29.00 °C,28.89 °C,28.89 °C,29.00 °C,28.89 °C,29.00 °C,1369.68 °C,30.58 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
73.954,-1.72,0.87,0.69,0.00,-13.66,0.00,-23.25,-19.45,3.82,-2.13,0.00,0.00,0.00,0.00,0.00,0.00,5.10,0.01,0.98,0.94,40.82,-2.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.79 °C,28.89 °C,29.00 °C,28.89 °C,29.00 °C,28.89 °C,29.00 °C,1369.68 °C,30.58 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
74.954,-1.76,0.87,0.69,0.00,-13.66,0.00,-23.16,-19.13,3.94,-2.17,0.00,0.00,0.00,0.00,0.00,0.00,5.10,0.01,0.96,0.93,40.82,-2.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.69 °C,28.89 °C,28.89 °C,28.89 °C,29.00 °C,28.89 °C,29.00 °C,1369.68 °C,30.39 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
75.994,-1.72,0.94,0.62,0.00,-13.41,0.00,-22.84,-18.36,3.94,-2.08,0.00,0.00,0.00,0.00,0.00,0.00,5.10,0.01,0.95,0.91,40.82,-2.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.49 °C,29.00 °C,28.89 °C,28.89 °C,29.00 °C,28.89 °C,29.00 °C,1369.68 °C,30.18 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
76.994,-1.72,0.87,0.69,0.00,-13.41,0.00,-22.66,-18.36,3.98,-2.08,0.00,0.00,0.00,0.00,0.00,0.00,5.10,0.01,0.94,0.90,40.82,-2.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.20 °C,29.00 °C,29.00 °C,28.89 °C,29.00 °C,28.89 °C,29.00 °C,1369.68 °C,30.08 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
77.994,-1.72,0.94,0.69,0.00,-13.53,0.00,-22.66,-18.54,4.12,-2.08,0.00,0.00,0.00,0.00,0.00,0.00,5.10,0.01,0.94,0.90,40.82,-2.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,28.10 °C,28.89 °C,28.89 °C,28.89 °C,29.00 °C,28.89 °C,29.00 °C,1369.68 °C,29.99 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
78.996,-1.72,0.87,0.62,0.00,-13.53,0.00,-22.57,-18.54,4.07,-2.08,0.00,0.00,0.00,0.00,0.00,0.00,5.10,0.01,0.93,0.89,40.82,-2.48,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,27.89 °C,28.89 °C,29.00 °C,28.89 °C,29.00 °C,28.89 °C,29.00 °C,1369.68 °C,29.89 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
