Time (s),MV FUEL PT,MV FUEL PT,P1 - Chamber Pressure,Not Used,High Press,Not Use,Load Cell,CHAMBER,P6 - GHE Fill Pressure,P8 - Pneumatics Pressure,Not Used,Not Used,Not Used,Not Used,Not Used,Not Used,QD Sep Indication,Lift Off Indicator,Main Valve Open Indicator,Main Valve Closed Indicator,Load Cell 1 - Veh Gross Weight,Load Cell 2 - - Veh Gross Weight,Not Used,Not Used,LOX TANK SFT ,FUEL TANK SFT ,DOME SET SFT,,,,,,TC1,TC2,TC3,TC4,TC5,TC6,TC7,TC8,TC9,TC10,TC11,TC12,TC13,TC14,Relay1,Relay2,Relay3,Relay4,Relay5,Relay6,Relay7,Relay8,Relay9,Relay10,Relay11,Relay12,Relay13,Relay14,Relay15,Relay16,Manual/Auto (1=Auto),
931.842,-1.08,8.54,-1.21,0.00,3.66,0.00,-4.83,-1.92,-2.47,-1.53,0.00,0.00,0.00,0.00,0.00,0.00,5.10,5.10,1.68,1.64,0.13,-2.48,0.00,0.00,3.01,7.74,4.51,0.00,0.00,0.00,0.00,0.00,31.10 °C,31.10 °C,31.10 °C,31.00 °C,31.10 °C,31.00 °C,31.10 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
932.842,-1.08,8.54,-1.17,0.00,3.66,0.00,-4.75,-1.92,-2.47,-1.53,0.00,0.00,0.00,0.00,0.00,0.00,5.10,5.11,1.68,1.64,0.13,-2.48,0.00,0.00,3.01,7.74,4.51,0.00,0.00,0.00,0.00,0.00,31.10 °C,31.10 °C,31.10 °C,31.00 °C,31.20 °C,31.00 °C,31.10 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
933.842,-1.08,8.54,-1.21,0.00,3.66,0.00,-4.75,-1.92,-2.47,-1.53,0.00,0.00,0.00,0.00,0.00,0.00,5.11,5.10,1.69,1.64,0.13,-2.48,0.00,0.00,3.01,7.74,4.51,0.00,0.00,0.00,0.00,0.00,31.10 °C,31.10 °C,31.10 °C,31.10 °C,31.20 °C,31.00 °C,31.10 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
934.842,-1.03,8.54,-1.33,0.00,3.20,0.00,-4.83,-1.92,-2.47,-1.58,0.00,0.00,0.00,0.00,0.00,0.00,5.10,5.10,1.70,1.65,0.13,-2.48,0.00,0.00,3.01,7.74,4.51,0.00,0.00,0.00,0.00,0.00,31.10 °C,31.10 °C,31.10 °C,31.00 °C,31.10 °C,31.00 °C,31.10 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
935.842,-1.08,8.54,-1.37,0.00,3.66,0.00,-4.75,-1.92,-2.43,-1.63,0.00,0.00,0.00,0.00,0.00,0.00,5.10,5.10,1.70,1.65,0.13,-2.48,0.00,0.00,3.01,7.74,4.51,0.00,0.00,0.00,0.00,0.00,31.10 °C,31.00 °C,31.10 °C,31.00 °C,31.20 °C,31.00 °C,31.10 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
936.843,-1.08,8.54,-1.37,0.00,3.66,0.00,-4.90,-1.92,-2.43,-1.63,0.00,0.00,0.00,0.00,0.00,0.00,5.10,5.11,1.70,1.66,0.13,-2.48,0.00,0.00,3.01,7.74,4.51,0.00,0.00,0.00,0.00,0.00,31.10 °C,31.10 °C,31.20 °C,31.10 °C,31.29 °C,31.00 °C,31.20 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
937.843,-1.08,8.54,-1.83,0.00,3.20,0.00,-4.90,-1.92,-2.01,-1.58,0.00,0.00,0.00,0.00,0.00,0.00,5.10,5.11,1.83,1.78,0.13,-2.48,0.00,0.00,3.01,7.74,4.51,0.00,0.00,0.00,0.00,0.00,31.10 °C,31.10 °C,31.10 °C,31.00 °C,31.20 °C,31.00 °C,31.20 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
938.843,-1.08,8.54,-1.83,0.00,3.66,0.00,-4.98,-1.92,-2.08,-1.58,0.00,0.00,0.00,0.00,0.00,0.00,5.10,5.10,1.82,1.77,0.13,-2.48,0.00,0.00,3.01,7.74,4.51,0.00,0.00,0.00,0.00,0.00,31.10 °C,31.00 °C,31.10 °C,31.00 °C,31.20 °C,31.00 °C,31.10 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
939.844,-1.08,8.54,-1.33,0.00,3.66,0.00,-4.98,-1.97,-2.08,-1.58,0.00,0.00,0.00,0.00,0.00,0.00,5.11,5.11,1.80,1.76,0.13,-2.48,0.00,0.00,3.01,7.74,4.51,0.00,0.00,0.00,0.00,0.00,31.10 °C,31.00 °C,31.10 °C,31.00 °C,31.20 °C,31.00 °C,31.10 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
940.844,-1.08,8.54,-0.73,0.00,3.20,0.00,-5.05,-1.92,-2.13,-1.53,0.00,0.00,0.00,0.00,0.00,0.00,5.10,5.11,1.79,1.75,0.13,-2.48,0.00,0.00,3.01,7.74,4.51,0.00,0.00,0.00,0.00,0.00,31.10 °C,31.00 °C,31.10 °C,31.00 °C,31.10 °C,31.00 °C,31.10 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
941.844,-1.08,8.54,-1.42,0.00,3.66,0.00,-5.05,-1.92,-2.08,-1.53,0.00,0.00,0.00,0.00,0.00,0.00,5.10,5.10,1.79,1.74,0.13,-2.48,0.00,0.00,3.01,7.74,4.51,0.00,0.00,0.00,0.00,0.00,31.10 °C,31.00 °C,31.10 °C,31.00 °C,31.20 °C,31.00 °C,31.10 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
942.845,-1.08,8.54,-1.33,0.00,3.66,0.00,-4.90,-1.97,-2.13,-1.58,0.00,0.00,0.00,0.00,0.00,0.00,5.10,5.10,1.78,1.74,0.13,-2.48,0.00,0.00,3.01,7.74,4.51,0.00,0.00,0.00,0.00,0.00,31.00 °C,31.00 °C,31.10 °C,31.00 °C,31.20 °C,31.00 °C,31.10 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
943.846,-1.08,8.54,-1.53,0.00,3.66,0.00,-4.75,-1.97,-2.22,-1.58,0.00,0.00,0.00,0.00,0.00,0.00,5.10,5.10,1.77,1.73,0.13,-2.48,0.00,0.00,3.01,7.74,4.51,0.00,0.00,0.00,0.00,0.00,31.10 °C,31.00 °C,31.10 °C,31.00 °C,31.00 °C,31.00 °C,31.10 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
944.848,-1.08,8.54,-1.46,0.00,3.20,0.00,-4.90,-1.92,-2.27,-1.46,0.00,0.00,0.00,0.00,0.00,0.00,5.10,5.11,1.77,1.72,0.13,-2.48,0.00,0.00,3.01,7.74,4.51,0.00,0.00,0.00,0.00,0.00,31.10 °C,31.00 °C,31.10 °C,31.00 °C,31.10 °C,31.00 °C,31.10 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
945.848,-1.08,8.54,-1.72,0.00,3.20,0.00,-4.98,-1.97,-2.31,-1.46,0.00,0.00,0.00,0.00,0.00,0.00,5.10,5.10,1.76,1.72,0.13,-2.48,0.00,0.00,3.01,7.74,4.51,0.00,0.00,0.00,0.00,0.00,31.00 °C,31.00 °C,31.10 °C,31.00 °C,31.00 °C,31.00 °C,31.10 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
946.849,-1.08,8.54,-1.83,0.00,3.20,0.00,-4.90,-1.92,-2.31,-1.37,0.00,0.00,0.00,0.00,0.00,0.00,5.10,5.10,1.76,1.71,0.13,-2.48,0.00,0.00,3.01,7.74,4.51,0.00,0.00,0.00,0.00,0.00,31.00 °C,31.00 °C,31.10 °C,31.00 °C,31.10 °C,31.00 °C,31.10 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
947.850,-1.08,8.54,-1.58,0.00,3.20,0.00,-4.67,-1.97,-2.27,-1.28,0.00,0.00,0.00,0.00,0.00,0.00,5.11,5.11,1.76,1.71,0.13,-2.48,0.00,0.00,3.01,7.74,4.51,0.00,0.00,0.00,0.00,0.00,31.10 °C,31.00 °C,31.10 °C,31.00 °C,31.20 °C,31.00 °C,31.10 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
948.850,-1.08,8.54,-1.72,0.00,3.20,0.00,-4.75,-1.97,-2.31,-1.33,0.00,0.00,0.00,0.00,0.00,0.00,5.10,5.11,1.75,1.71,0.13,-2.48,0.00,0.00,3.01,7.74,4.51,0.00,0.00,0.00,0.00,0.00,31.10 °C,31.00 °C,31.10 °C,31.00 °C,31.00 °C,31.00 °C,31.10 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
949.850,-1.08,8.54,-1.63,0.00,3.66,0.00,-4.75,-1.97,-2.27,-1.33,0.00,0.00,0.00,0.00,0.00,0.00,5.10,5.11,1.75,1.70,0.13,-2.48,0.00,0.00,3.01,7.74,4.51,0.00,0.00,0.00,0.00,0.00,31.10 °C,31.00 °C,31.10 °C,31.00 °C,31.00 °C,31.00 °C,31.10 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
950.850,-1.08,8.54,-1.63,0.00,3.66,0.00,-4.98,-1.97,-2.38,-1.37,0.00,0.00,0.00,0.00,0.00,0.00,5.11,5.11,1.75,1.70,0.13,-2.48,0.00,0.00,3.01,7.74,4.51,0.00,0.00,0.00,0.00,0.00,31.10 °C,31.00 °C,31.10 °C,31.00 °C,31.00 °C,31.00 °C,31.10 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
951.850,-1.08,8.54,-1.63,0.00,3.66,0.00,-4.75,-1.97,-2.43,-1.37,0.00,0.00,0.00,0.00,0.00,0.00,5.10,5.11,1.75,1.70,0.13,-2.48,0.00,0.00,3.01,7.74,4.51,0.00,0.00,0.00,0.00,0.00,31.00 °C,31.00 °C,31.10 °C,31.00 °C,31.20 °C,31.00 °C,31.10 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
952.851,-1.03,8.54,-1.53,0.00,3.66,0.00,-4.75,-1.92,-2.31,-1.37,0.00,0.00,0.00,0.00,0.00,0.00,5.11,5.10,1.75,1.70,0.13,-2.48,0.00,0.00,3.01,7.74,4.51,0.00,0.00,0.00,0.00,0.00,31.10 °C,31.00 °C,31.10 °C,31.00 °C,31.00 °C,31.00 °C,31.10 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
953.852,-1.08,8.54,-0.98,0.00,3.66,0.00,-4.90,-1.92,-2.38,-1.46,0.00,0.00,0.00,0.00,0.00,0.00,5.10,5.10,1.74,1.70,0.13,-2.48,0.00,0.00,3.01,7.74,4.51,0.00,0.00,0.00,0.00,0.00,31.00 °C,31.00 °C,31.10 °C,31.00 °C,31.20 °C,31.00 °C,31.10 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
954.852,-1.08,8.54,-0.66,0.00,3.66,0.00,-5.05,-1.92,-2.31,-1.53,0.00,0.00,0.00,0.00,0.00,0.00,5.11,5.11,1.74,1.69,0.13,-2.48,0.00,0.00,3.01,7.74,4.51,0.00,0.00,0.00,0.00,0.00,31.10 °C,31.00 °C,31.10 °C,31.00 °C,31.20 °C,31.00 °C,31.10 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
955.852,-1.03,8.54,0.43,0.00,3.66,0.00,-5.17,-1.92,-2.31,-1.46,0.00,0.00,0.00,0.00,0.00,0.00,5.10,5.10,1.74,1.69,0.13,-2.48,0.00,0.00,3.01,7.74,4.51,0.00,0.00,0.00,0.00,0.00,31.10 °C,31.00 °C,31.10 °C,31.00 °C,31.20 °C,31.00 °C,31.10 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
956.852,-1.08,8.54,0.57,0.00,3.66,0.00,-5.17,-1.92,-2.31,-1.53,0.00,0.00,0.00,0.00,0.00,0.00,5.11,5.10,1.74,1.69,0.13,-2.48,0.00,0.00,3.01,7.74,4.51,0.00,0.00,0.00,0.00,0.00,31.10 °C,31.00 °C,31.10 °C,31.00 °C,31.20 °C,31.00 °C,31.10 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
957.852,-1.08,8.54,0.57,0.00,3.20,0.00,-5.40,-1.92,-2.31,-1.53,0.00,0.00,0.00,0.00,0.00,0.00,5.10,5.11,1.74,1.69,0.13,-2.48,0.00,0.00,3.01,7.74,4.51,0.00,0.00,0.00,0.00,0.00,31.10 °C,31.00 °C,31.10 °C,31.00 °C,31.20 °C,31.00 °C,31.10 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
958.853,-1.08,8.54,0.57,0.00,3.66,0.00,-5.24,-1.92,-2.38,-1.46,0.00,0.00,0.00,0.00,0.00,0.00,5.10,5.11,1.74,1.69,0.13,-2.48,0.00,0.00,3.01,7.74,4.51,0.00,0.00,0.00,0.00,0.00,31.10 °C,31.00 °C,31.10 °C,31.00 °C,31.20 °C,31.00 °C,31.10 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
959.854,-1.08,8.47,-0.02,0.00,3.66,0.00,-5.24,-1.92,-2.38,-1.46,0.00,0.00,0.00,0.00,0.00,0.00,5.10,5.11,1.74,1.69,0.13,-2.48,0.00,0.00,3.01,7.74,4.51,0.00,0.00,0.00,0.00,0.00,31.10 °C,31.10 °C,31.10 °C,31.00 °C,31.00 °C,31.00 °C,31.10 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
960.854,-1.08,8.47,-0.18,0.00,3.20,0.00,-5.05,-1.97,-2.38,-1.58,0.00,0.00,0.00,0.00,0.00,0.00,5.10,5.10,1.74,1.69,0.13,-2.48,0.00,0.00,3.01,7.74,4.51,0.00,0.00,0.00,0.00,0.00,31.10 °C,31.00 °C,31.10 °C,31.00 °C,31.00 °C,31.00 °C,31.10 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
961.855,-1.08,8.47,-0.27,0.00,3.66,0.00,-4.90,-1.92,-2.38,-1.53,0.00,0.00,0.00,0.00,0.00,0.00,5.11,5.11,1.74,1.69,0.13,-2.48,0.00,0.00,3.01,7.74,4.51,0.00,0.00,0.00,0.00,0.00,31.00 °C,31.00 °C,31.10 °C,31.00 °C,31.20 °C,31.00 °C,31.10 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
962.856,-1.08,8.47,-0.37,0.00,3.66,0.00,-4.90,-1.97,-2.31,-1.53,0.00,0.00,0.00,0.00,0.00,0.00,5.11,5.11,1.73,1.69,0.13,-2.48,0.00,0.00,3.31,7.74,4.51,0.00,0.00,0.00,0.00,0.00,31.10 °C,31.10 °C,31.10 °C,31.00 °C,31.10 °C,31.00 °C,31.10 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
963.856,-1.08,8.47,-0.41,0.00,3.66,0.00,-5.05,-1.97,-2.31,-1.53,0.00,0.00,0.00,0.00,0.00,0.00,5.11,5.11,1.73,1.69,-50.73,-2.48,0.00,0.00,3.31,7.74,4.51,0.00,0.00,0.00,0.00,0.00,31.10 °C,31.00 °C,31.10 °C,31.00 °C,31.10 °C,31.00 °C,31.10 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
964.857,-1.08,8.47,-0.48,0.00,3.20,0.00,-5.05,-1.92,-2.43,-1.58,0.00,0.00,0.00,0.00,0.00,0.00,5.11,5.10,1.73,1.69,-43.10,-2.48,0.00,0.00,3.01,7.74,4.51,0.00,0.00,0.00,0.00,0.00,31.00 °C,31.00 °C,31.10 °C,31.00 °C,31.10 °C,31.00 °C,31.10 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
965.858,-1.08,8.47,-0.78,0.00,3.66,0.00,-4.90,-1.97,-2.31,-1.58,0.00,0.00,0.00,0.00,0.00,0.00,5.11,5.10,1.74,1.69,-43.10,-2.48,0.00,0.00,3.31,7.74,4.51,0.00,0.00,0.00,0.00,0.00,31.00 °C,31.00 °C,31.10 °C,31.00 °C,31.20 °C,31.00 °C,31.10 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
966.858,-1.08,8.47,-0.87,0.00,3.66,0.00,-4.83,-1.97,-2.38,-1.63,0.00,0.00,0.00,0.00,0.00,0.00,5.10,5.10,1.73,1.69,-32.93,-2.48,0.00,0.00,3.01,7.74,4.51,0.00,0.00,0.00,0.00,0.00,31.10 °C,31.00 °C,31.10 °C,31.00 °C,31.10 °C,31.00 °C,31.10 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
967.859,-1.12,8.47,-0.87,0.00,3.66,0.00,-4.75,-1.97,-2.43,-1.63,0.00,0.00,0.00,0.00,0.00,0.00,5.10,5.11,1.73,1.69,-25.30,-2.48,0.00,0.00,3.01,7.74,4.51,0.00,0.00,0.00,0.00,0.00,31.10 °C,31.00 °C,31.10 °C,31.00 °C,31.20 °C,31.00 °C,31.10 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
968.860,-1.08,8.47,-1.03,0.00,3.66,0.00,-4.67,-1.97,-2.38,-1.53,0.00,0.00,0.00,0.00,0.00,0.00,5.11,5.10,1.73,1.69,-25.30,-2.48,0.00,0.00,3.01,7.74,4.51,0.00,0.00,0.00,0.00,0.00,31.10 °C,31.10 °C,31.10 °C,31.00 °C,31.00 °C,31.00 °C,31.10 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
969.861,-1.08,8.47,-1.08,0.00,3.66,0.00,-4.75,-1.97,-2.38,-1.46,0.00,0.00,0.00,0.00,0.00,0.00,5.11,5.11,1.73,1.69,-25.30,-2.48,0.00,0.00,3.01,7.74,4.51,0.00,0.00,0.00,0.00,0.00,31.00 °C,31.00 °C,31.10 °C,31.00 °C,31.20 °C,31.00 °C,31.10 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
970.861,-1.12,8.47,-1.12,0.00,3.66,0.00,-4.83,-1.97,-2.43,-1.42,0.00,0.00,0.00,0.00,0.00,0.00,5.10,5.10,1.73,1.69,-17.67,-2.48,0.00,0.00,3.01,7.74,4.51,0.00,0.00,0.00,0.00,0.00,31.10 °C,31.00 °C,31.10 °C,31.00 °C,31.20 °C,31.00 °C,31.10 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
971.862,-1.12,8.47,-0.92,0.00,3.66,0.00,-5.05,-1.97,-2.38,-1.42,0.00,0.00,0.00,0.00,0.00,0.00,5.11,5.11,1.73,1.69,-17.67,-2.48,0.00,0.00,3.01,7.74,4.51,0.00,0.00,0.00,0.00,0.00,31.10 °C,31.00 °C,31.00 °C,31.00 °C,31.20 °C,31.00 °C,31.10 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
972.862,-1.08,8.47,-0.87,0.00,3.66,0.00,-4.98,-1.97,-2.43,-1.46,0.00,0.00,0.00,0.00,0.00,0.00,5.11,5.10,1.73,1.69,-10.04,-2.48,0.00,0.00,3.01,7.74,4.51,0.00,0.00,0.00,0.00,0.00,31.10 °C,31.00 °C,31.10 °C,31.00 °C,31.20 °C,31.00 °C,31.10 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
973.863,-1.08,8.47,-0.62,0.00,3.66,0.00,-4.98,-1.97,-2.38,-1.58,0.00,0.00,0.00,0.00,0.00,0.00,5.11,5.11,1.73,1.69,-10.04,-2.48,0.00,0.00,3.01,7.74,4.51,0.00,0.00,0.00,0.00,0.00,31.10 °C,31.00 °C,31.10 °C,31.00 °C,31.29 °C,31.00 °C,31.10 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
974.863,-1.08,8.47,-0.78,0.00,3.66,0.00,-5.05,-1.97,-2.38,-1.63,0.00,0.00,0.00,0.00,0.00,0.00,5.10,5.10,1.73,1.68,-10.04,-2.48,0.00,0.00,3.01,7.74,4.51,0.00,0.00,0.00,0.00,0.00,31.10 °C,31.00 °C,31.00 °C,31.00 °C,31.20 °C,31.00 °C,31.10 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
975.864,-1.08,8.42,-0.78,0.00,3.66,0.00,-4.98,-1.97,-2.38,-1.67,0.00,0.00,0.00,0.00,0.00,0.00,5.11,5.11,1.73,1.68,-10.04,-2.48,0.00,0.00,3.01,7.74,4.51,0.00,0.00,0.00,0.00,0.00,31.10 °C,31.00 °C,31.10 °C,31.00 °C,31.10 °C,31.00 °C,31.10 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
976.865,-1.08,8.47,-1.28,0.00,3.66,0.00,-4.98,-1.97,-2.38,-1.67,0.00,0.00,0.00,0.00,0.00,0.00,5.11,5.11,1.59,1.56,-10.04,-2.48,0.00,0.00,3.01,7.74,4.51,0.00,0.00,0.00,0.00,0.00,31.00 °C,31.00 °C,31.10 °C,31.00 °C,31.20 °C,31.00 °C,31.10 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
977.866,-1.12,8.42,-1.37,0.00,3.66,0.00,-4.90,-1.97,-2.38,-1.58,0.00,0.00,0.00,0.00,0.00,0.00,5.11,5.10,1.61,1.57,-10.04,-2.48,0.00,0.00,3.01,7.74,4.51,0.00,0.00,0.00,0.00,0.00,31.10 °C,31.00 °C,31.10 °C,31.00 °C,31.29 °C,31.00 °C,31.10 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
978.867,-1.12,8.42,-1.42,0.00,3.66,0.00,-4.83,-2.01,-2.47,-1.58,0.00,0.00,0.00,0.00,0.00,0.00,5.10,5.10,1.62,1.58,-10.04,-2.48,0.00,0.00,3.01,7.74,4.51,0.00,0.00,0.00,0.00,0.00,31.00 °C,31.10 °C,31.10 °C,31.00 °C,31.20 °C,31.00 °C,31.10 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
