Time (s),MV FUEL PT,MV FUEL PT,P1 - Chamber Pressure,Not Used,High Press,Not Use,Load Cell,CHAMBER,P6 - GHE Fill Pressure,P8 - Pneumatics Pressure,Not Used,Not Used,Not Used,Not Used,Not Used,Not Used,QD Sep Indication,Lift Off Indicator,Main Valve Open Indicator,Main Valve Closed Indicator,Load Cell 1 - Veh Gross Weight,Load Cell 2 - - Veh Gross Weight,Not Used,Not Used,LOX TANK SFT ,FUEL TANK SFT ,DOME SET SFT,,,,,,TC1,TC2,TC3,TC4,TC5,TC6,TC7,TC8,TC9,TC10,TC11,TC12,TC13,TC14,Relay1,Relay2,Relay3,Relay4,Relay5,Relay6,Relay7,Relay8,Relay9,Relay10,Relay11,Relay12,Relay13,Relay14,Relay15,Relay16,Manual/Auto (1=Auto),
30.586,-1.03,8.42,-2.22,0.00,4.35,0.00,-3.91,-1.97,-3.48,-2.17,0.00,0.00,0.00,0.00,0.00,0.00,5.10,5.10,1.73,1.69,-10.04,-2.48,0.00,0.00,3.01,7.21,4.28,0.00,0.00,0.00,0.00,0.00,33.00 °C,33.00 °C,33.09 °C,32.90 °C,33.09 °C,32.90 °C,33.09 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
31.587,-1.03,8.42,-2.08,0.00,4.35,0.00,-3.99,-1.97,-3.48,-2.13,0.00,0.00,0.00,0.00,0.00,0.00,5.10,5.10,1.73,1.68,-10.04,-2.48,0.00,0.00,3.01,7.21,4.28,0.00,0.00,0.00,0.00,0.00,33.00 °C,33.00 °C,33.00 °C,32.90 °C,33.19 °C,32.90 °C,33.09 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
32.587,-1.03,8.42,-2.08,0.00,3.66,0.00,-3.99,-1.97,-3.43,-2.13,0.00,0.00,0.00,0.00,0.00,0.00,5.10,5.10,1.73,1.68,-10.04,-2.48,0.00,0.00,3.01,7.21,4.28,0.00,0.00,0.00,0.00,0.00,33.00 °C,33.00 °C,33.09 °C,33.00 °C,33.09 °C,32.90 °C,33.09 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
33.588,-1.03,8.38,-2.13,0.00,3.66,0.00,-4.07,-2.01,-3.36,-2.17,0.00,0.00,0.00,0.00,0.00,0.00,5.10,5.10,1.73,1.69,-10.04,-2.48,0.00,0.00,3.01,7.21,4.28,0.00,0.00,0.00,0.00,0.00,33.09 °C,33.00 °C,33.00 °C,32.90 °C,33.09 °C,33.00 °C,33.09 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
34.590,-1.08,8.42,-2.13,0.00,3.66,0.00,-3.91,-2.01,-3.36,-2.08,0.00,0.00,0.00,0.00,0.00,0.00,5.10,5.10,1.73,1.69,-10.04,-2.48,0.00,0.00,3.01,7.21,4.28,0.00,0.00,0.00,0.00,0.00,33.00 °C,33.00 °C,33.00 °C,33.00 °C,33.19 °C,32.90 °C,33.09 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
35.589,-1.03,8.42,-1.97,0.00,3.66,0.00,-3.91,-2.01,-3.48,-2.08,0.00,0.00,0.00,0.00,0.00,0.00,5.10,5.10,1.61,1.57,-10.04,-2.48,0.00,0.00,3.01,7.21,4.28,0.00,0.00,0.00,0.00,0.00,33.00 °C,32.90 °C,32.90 °C,32.90 °C,33.09 °C,32.90 °C,33.00 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
36.589,-1.03,8.42,-2.08,0.00,3.66,0.00,-3.91,-2.01,-3.52,-1.97,0.00,0.00,0.00,0.00,0.00,0.00,5.10,5.10,1.62,1.58,0.13,-2.48,0.00,0.00,3.01,7.21,4.28,0.00,0.00,0.00,0.00,0.00,33.00 °C,32.90 °C,33.00 °C,32.90 °C,33.09 °C,32.90 °C,33.00 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
37.589,-1.03,8.42,-1.92,0.00,4.35,0.00,-3.91,-2.01,-3.48,-2.08,0.00,0.00,0.00,0.00,0.00,0.00,5.10,5.10,1.63,1.59,0.13,-2.48,0.00,0.00,3.01,7.21,4.28,0.00,0.00,0.00,0.00,0.00,33.00 °C,32.90 °C,33.00 °C,32.90 °C,33.00 °C,32.90 °C,33.00 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
38.589,-1.03,8.42,-1.97,0.00,4.35,0.00,-4.07,-2.01,-3.48,-2.13,0.00,0.00,0.00,0.00,0.00,0.00,5.10,5.10,1.64,1.60,0.13,-2.48,0.00,0.00,3.01,7.44,4.28,0.00,0.00,0.00,0.00,0.00,32.90 °C,32.90 °C,33.00 °C,32.90 °C,33.09 °C,32.90 °C,33.00 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
39.589,-1.03,8.42,-2.08,0.00,4.35,0.00,-3.99,-1.97,-3.48,-2.27,0.00,0.00,0.00,0.00,0.00,0.00,5.10,5.10,1.66,1.62,0.13,-2.48,0.00,0.00,3.01,7.44,4.28,0.00,0.00,0.00,0.00,0.00,32.90 °C,32.90 °C,32.90 °C,32.90 °C,33.00 °C,32.90 °C,33.00 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
40.589,-1.03,8.42,-1.88,0.00,3.66,0.00,-4.07,-1.97,-3.43,-2.38,0.00,0.00,0.00,0.00,0.00,0.00,5.10,5.10,1.67,1.63,0.13,-2.48,0.00,0.00,3.01,7.21,4.28,0.00,0.00,0.00,0.00,0.00,33.00 °C,32.90 °C,33.00 °C,32.90 °C,33.09 °C,32.90 °C,33.00 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
41.589,-1.03,8.42,-1.88,0.00,4.35,0.00,-3.99,-2.01,-3.36,-2.31,0.00,0.00,0.00,0.00,0.00,0.00,5.10,5.10,1.67,1.63,0.13,-2.48,0.00,0.00,3.01,7.44,4.28,0.00,0.00,0.00,0.00,0.00,33.00 °C,32.90 °C,33.00 °C,32.90 °C,33.09 °C,32.90 °C,33.00 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
42.589,-1.03,8.42,-1.83,0.00,3.66,0.00,-4.14,-1.97,-3.36,-2.43,0.00,0.00,0.00,0.00,0.00,0.00,5.10,5.10,1.68,1.63,0.13,-2.48,0.00,0.00,3.01,7.44,4.28,0.00,0.00,0.00,0.00,0.00,33.00 °C,32.90 °C,33.00 °C,32.90 °C,33.09 °C,32.90 °C,33.00 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
43.590,-1.03,8.42,-1.88,0.00,4.35,0.00,-4.26,-1.97,-3.36,-2.43,0.00,0.00,0.00,0.00,0.00,0.00,5.10,5.10,1.69,1.64,0.13,-2.48,0.00,0.00,3.01,7.44,4.28,0.00,0.00,0.00,0.00,0.00,33.00 °C,32.90 °C,32.90 °C,32.90 °C,32.90 °C,32.90 °C,33.00 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
