Time (s),P2 - LOX Tank Pressure,P3 - Fuel Tank Pressure,P1 - Chamber Pressure,Not Used,P5- DOME Reg.,Not Use,Load Cell,P7 - Gnd High Pressure,P6 - GHE Fill Pressure,P8 - Pneumatics Pressure,Not Used,Not Used,Not Used,Not Used,LOX MV PT,FUEL MV PT,Load Cell 1,Load Cell 2,Load Cell 3,Main Valve Closed Indicator,Load Cell 1 - Veh Gross Weight,Load Cell 2 - - Veh Gross Weight,Not Used,Not Used,High Press PT,,,,,,,,TC1,TC2,TC3,TC4,TC5,TC6,TC7,TC8,TC9,TC10,TC11,TC12,TC13,TC14,Relay1,Relay2,Relay3,Relay4,Relay5,Relay6,Relay7,Relay8,Relay9,Relay10,Relay11,Relay12,Relay13,Relay14,Relay15,Relay16,Manual/Auto (1=Auto),
75.294,-124.90,-124.91,-63.83,0.00,-1.46,0.00,-6.08,-2.84,-641.18,-124.52,-124.52,-124.52,0.00,0.00,1.83,0.92,-16.60,-15.61,-16.45,-0.00,-126.20,-4.27,0.00,0.00,-1035.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.39 °C,29.39 °C,29.49 °C,29.39 °C,29.49 °C,29.39 °C,29.49 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
76.294,-124.90,-124.91,-63.83,0.00,-1.46,0.00,-6.08,-2.84,-641.18,-124.52,-124.52,-124.52,0.00,0.00,0.92,0.92,-18.59,-15.30,-16.60,-0.00,-126.20,-4.27,0.00,0.00,-1035.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.49 °C,29.39 °C,29.39 °C,29.39 °C,29.49 °C,29.39 °C,29.49 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
77.294,-124.90,-124.91,-63.83,0.00,-1.46,0.00,-6.08,-2.84,-641.18,-124.52,-124.52,-124.52,0.00,0.00,0.92,0.92,-18.82,-15.45,-16.60,-0.00,-126.20,-4.27,0.00,0.00,-1035.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.39 °C,29.39 °C,29.49 °C,29.39 °C,29.49 °C,29.39 °C,29.49 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
78.294,-124.90,-124.91,-63.83,0.00,-1.46,0.00,-6.08,-2.84,-641.18,-124.52,-124.52,-124.52,0.00,0.00,0.92,0.92,-18.59,-15.45,-16.60,-0.00,-126.20,-4.27,0.00,0.00,-1035.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.39 °C,29.39 °C,29.39 °C,29.39 °C,29.49 °C,29.39 °C,29.49 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
79.295,-124.90,-124.91,-63.83,0.00,-1.46,0.00,-6.08,-2.93,-641.18,-124.52,-124.52,-124.52,0.00,0.00,0.92,0.92,-17.98,-15.45,-16.76,-0.00,-126.20,-4.27,0.00,0.00,-1035.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.49 °C,29.39 °C,29.39 °C,29.39 °C,29.49 °C,29.39 °C,29.49 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
80.295,-124.90,-124.91,-63.83,0.00,-1.46,0.00,-5.97,-2.93,-641.18,-124.52,-124.52,-124.52,0.00,0.00,0.92,0.92,-18.29,-15.45,-17.14,-0.00,-126.20,-4.27,0.00,0.00,-1035.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.39 °C,29.39 °C,29.49 °C,29.39 °C,29.49 °C,29.39 °C,29.49 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
81.295,-124.90,-124.91,-63.83,0.00,-1.53,0.00,-6.08,-2.93,-641.18,-124.52,-124.52,-124.52,0.00,0.00,0.92,0.92,-18.29,-15.61,-17.29,-0.00,-126.20,-4.27,0.00,0.00,-1035.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.49 °C,29.39 °C,29.49 °C,29.39 °C,29.49 °C,29.39 °C,29.49 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
82.295,-124.90,-124.91,-63.83,0.00,-1.53,0.00,-5.97,-2.93,-641.18,-124.52,-124.52,-124.52,0.00,0.00,0.92,0.92,-18.13,-15.45,-17.14,-0.00,-126.20,-4.27,0.00,0.00,-1035.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.49 °C,29.30 °C,29.39 °C,29.39 °C,29.49 °C,29.39 °C,29.49 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
83.295,-124.90,-124.91,-63.83,0.00,-1.53,0.00,-6.08,-2.93,-641.18,-124.52,-124.52,-124.52,0.00,0.00,0.92,0.92,-18.29,-15.45,-17.29,-0.00,-126.20,-4.27,0.00,0.00,-1035.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.39 °C,29.39 °C,29.39 °C,29.39 °C,29.49 °C,29.39 °C,29.49 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
84.296,-124.90,-124.91,-63.83,0.00,-1.53,0.00,-5.97,-3.07,-641.18,-124.52,-124.52,-124.52,0.00,0.00,0.92,0.92,-18.29,-15.45,-17.29,-0.00,-126.20,-4.27,0.00,0.00,-1035.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.39 °C,29.39 °C,29.49 °C,29.39 °C,29.49 °C,29.39 °C,29.39 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
85.297,-124.90,-124.91,-63.83,0.00,-1.46,0.00,-5.97,-3.07,-641.18,-124.52,-124.52,-124.52,0.00,0.00,1.83,0.92,-15.61,-15.76,-17.98,-0.00,-126.20,-4.27,0.00,0.00,-1035.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.39 °C,29.39 °C,29.39 °C,29.30 °C,29.49 °C,29.39 °C,29.39 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
86.298,-124.90,-124.91,-63.83,0.00,-1.46,0.00,-5.97,-3.07,-641.18,-124.52,-124.52,-124.52,0.00,0.00,1.83,0.92,-14.92,-15.61,-17.98,-0.00,-126.20,-4.27,0.00,0.00,-1035.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.39 °C,29.39 °C,29.39 °C,29.39 °C,29.49 °C,29.39 °C,29.49 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
87.298,-124.90,-124.91,-63.83,0.00,-1.46,0.00,-5.97,-2.93,-641.18,-124.52,-124.52,-124.52,0.00,0.00,1.83,0.92,-15.30,-15.91,-17.83,-0.00,-126.20,-4.27,0.00,0.00,-1035.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.39 °C,29.39 °C,29.39 °C,29.30 °C,29.49 °C,29.39 °C,29.49 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
88.298,-124.90,-124.91,-63.83,0.00,-1.46,0.00,-5.97,-2.93,-641.18,-124.52,-124.52,-124.52,0.00,0.00,1.83,0.92,-15.76,-15.91,-17.98,-0.00,-126.20,-4.27,0.00,0.00,-1035.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.39 °C,29.39 °C,29.39 °C,29.30 °C,29.49 °C,29.39 °C,29.49 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
89.299,-124.90,-124.91,-63.83,0.00,-1.46,0.00,-6.08,-2.93,-641.18,-124.52,-124.52,-124.52,0.00,0.00,1.83,0.92,-16.14,-15.76,-17.98,-0.00,-126.20,-4.27,0.00,0.00,-1035.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.49 °C,29.39 °C,29.49 °C,29.39 °C,29.49 °C,29.39 °C,29.49 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
90.299,-124.90,-124.91,-63.83,0.00,-1.46,0.00,-5.97,-2.93,-641.18,-124.52,-124.52,-124.52,0.00,0.00,1.83,0.92,-16.45,-15.76,-17.83,-0.00,-126.20,-4.27,0.00,0.00,-1035.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.49 °C,29.39 °C,29.49 °C,29.39 °C,29.49 °C,29.39 °C,29.49 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
91.299,-124.90,-124.91,-63.83,0.00,-1.53,0.00,-6.08,-2.93,-641.18,-124.52,-124.52,-124.52,0.00,0.00,1.83,0.92,-16.99,-15.76,-17.83,-0.00,-126.20,-4.27,0.00,0.00,-1035.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.49 °C,29.39 °C,29.39 °C,29.39 °C,29.49 °C,29.39 °C,29.49 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
92.299,-124.90,-124.91,-63.83,0.00,-1.53,0.00,-6.08,-2.93,-641.18,-124.52,-124.52,-124.52,0.00,0.00,0.92,0.92,-17.29,-15.76,-17.98,-0.00,-126.20,-4.27,0.00,0.00,-1035.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.30 °C,29.39 °C,29.39 °C,29.39 °C,29.49 °C,29.39 °C,29.49 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
93.300,-124.90,-124.91,-63.83,0.00,-1.53,0.00,-5.97,-2.93,-641.18,-124.52,-124.52,-124.52,0.00,0.00,0.92,0.92,-17.29,-15.61,-17.83,-0.00,-126.20,-4.27,0.00,0.00,-1035.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.39 °C,29.39 °C,29.39 °C,29.39 °C,29.49 °C,29.39 °C,29.49 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
94.300,-124.90,-124.91,-63.83,0.00,-1.53,0.00,-5.97,-2.93,-641.18,-124.52,-124.52,-124.52,0.00,0.00,0.92,0.92,-17.45,-15.61,-17.83,-0.00,-126.20,-4.27,0.00,0.00,-1035.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.39 °C,29.39 °C,29.39 °C,29.39 °C,29.49 °C,29.39 °C,29.39 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
95.300,-124.90,-124.91,-63.83,0.00,-1.53,0.00,-5.97,-2.93,-641.18,-124.52,-124.52,-124.52,0.00,0.00,0.92,0.92,-17.83,-15.61,-17.83,-0.00,-126.20,-4.27,0.00,0.00,-1035.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.39 °C,29.39 °C,29.49 °C,29.39 °C,29.49 °C,29.39 °C,29.49 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
96.301,-124.90,-124.91,-63.83,0.00,-1.53,0.00,-5.97,-2.93,-641.18,-124.52,-124.52,-124.52,0.00,0.00,0.92,0.92,-17.98,-15.61,-17.83,-0.00,-126.20,-4.27,0.00,0.00,-1035.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.39 °C,29.39 °C,29.49 °C,29.39 °C,29.49 °C,29.39 °C,29.49 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
97.301,-124.90,-124.91,-63.83,0.00,-1.53,0.00,-5.97,-2.84,-641.18,-124.52,-124.52,-124.52,0.00,0.00,0.92,0.92,-17.98,-15.61,-17.83,-0.00,-126.20,-4.27,0.00,0.00,-1035.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.39 °C,29.39 °C,29.49 °C,29.39 °C,29.49 °C,29.39 °C,29.49 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
98.301,-124.90,-124.91,-63.83,0.00,-1.53,0.00,-5.97,-2.93,-641.18,-124.52,-124.52,-124.52,0.00,0.00,0.92,0.92,-18.44,-15.61,-18.13,-0.00,-126.20,-4.27,0.00,0.00,-1035.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.39 °C,29.39 °C,29.49 °C,29.39 °C,29.49 °C,29.39 °C,29.49 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
99.301,-124.90,-124.91,-63.83,0.00,-1.53,0.00,-5.97,-2.84,-641.18,-124.52,-124.52,-124.52,0.00,0.00,0.92,0.92,-18.44,-15.61,-18.13,-0.00,-126.27,-4.27,0.00,0.00,-1035.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.49 °C,29.39 °C,29.49 °C,29.39 °C,29.49 °C,29.39 °C,29.49 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
100.302,-124.90,-124.91,-63.83,0.00,-1.53,0.00,-5.97,-2.84,-641.18,-124.52,-124.52,-124.52,0.00,0.00,0.92,0.92,-18.44,-15.61,-18.13,-0.00,-126.20,-4.39,0.00,0.00,-1035.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.49 °C,29.39 °C,29.49 °C,29.39 °C,29.49 °C,29.39 °C,29.49 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
101.302,-124.90,-124.91,-63.83,0.00,-1.53,0.00,-5.97,-2.84,-641.18,-124.52,-124.52,-124.52,0.00,0.00,0.92,0.92,-18.82,-15.45,-17.98,-0.00,-126.20,-4.27,0.00,0.00,-1035.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.39 °C,29.39 °C,29.49 °C,29.39 °C,29.49 °C,29.39 °C,29.49 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
102.302,-124.90,-124.91,-63.83,0.00,-1.53,0.00,-5.97,-2.84,-641.18,-124.52,-124.52,-124.52,0.00,0.00,0.92,0.92,-19.97,-14.77,-17.98,-0.00,-126.20,-4.27,0.00,0.00,-1035.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.49 °C,29.39 °C,29.49 °C,29.39 °C,29.49 °C,29.39 °C,29.49 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
103.302,-124.90,-124.91,-63.83,0.00,-1.53,0.00,-6.08,-2.75,-641.18,-124.52,-124.52,-124.52,0.00,0.00,0.92,0.92,-19.82,-14.92,-17.83,-0.00,-126.20,-4.27,0.00,0.00,-1035.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.49 °C,29.49 °C,29.49 °C,29.39 °C,29.49 °C,29.39 °C,29.49 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
104.302,-124.90,-124.91,-63.83,0.00,-1.53,0.00,-6.08,-2.75,-641.18,-124.52,-124.52,-124.52,0.00,0.00,0.92,0.92,-19.44,-15.15,-17.98,-0.00,-126.27,-4.27,0.00,0.00,-1035.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.39 °C,29.39 °C,29.49 °C,29.39 °C,29.49 °C,29.39 °C,29.49 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
105.302,-124.90,-124.91,-63.83,0.00,-1.53,0.00,-6.08,-2.75,-641.18,-124.52,-124.52,-124.52,0.00,0.00,0.92,0.92,-19.28,-14.92,-17.60,-0.00,-126.27,-4.27,0.00,0.00,-1035.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.49 °C,29.49 °C,29.39 °C,29.39 °C,29.49 °C,29.39 °C,29.49 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
106.302,-124.90,-124.91,-63.83,0.00,-1.46,0.00,-6.08,-2.75,-641.18,-124.52,-124.52,-124.52,0.00,0.00,0.92,0.92,-19.44,-14.77,-17.83,-0.00,-126.27,-4.39,0.00,0.00,-1035.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.49 °C,29.39 °C,29.49 °C,29.39 °C,29.49 °C,29.39 °C,29.49 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
107.303,-124.90,-124.91,-63.83,0.00,-1.46,0.00,-6.08,-2.75,-641.18,-124.52,-124.52,-124.52,0.00,0.00,0.92,0.92,-19.82,-14.77,-17.83,-0.00,-126.27,-4.39,0.00,0.00,-1035.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.49 °C,29.39 °C,29.49 °C,29.39 °C,29.49 °C,29.39 °C,29.49 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
108.303,-124.90,-124.91,-63.83,0.00,-1.46,0.00,-6.16,-2.75,-641.18,-124.78,-124.52,-124.52,0.00,0.00,0.92,0.92,-20.13,-14.61,-17.98,-0.00,-126.27,-4.39,0.00,0.00,-1035.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.49 °C,29.39 °C,29.49 °C,29.39 °C,29.49 °C,29.39 °C,29.49 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
109.303,-124.90,-124.91,-63.83,0.00,-1.42,0.00,-6.16,-2.65,-641.18,-124.52,-124.52,-124.52,0.00,0.00,0.92,0.92,-19.28,-14.61,-17.60,-0.00,-126.27,-4.27,0.00,0.00,-1035.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.39 °C,29.39 °C,29.49 °C,29.39 °C,29.49 °C,29.39 °C,29.49 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
110.303,-124.90,-124.91,-63.83,0.00,-1.42,0.00,-6.16,-2.65,-641.18,-124.52,-124.52,-124.52,0.00,0.00,0.92,0.92,-19.28,-14.77,-17.60,-0.00,-126.20,-4.39,0.00,0.00,-1035.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.39 °C,29.39 °C,29.49 °C,29.39 °C,29.49 °C,29.39 °C,29.49 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
111.303,-124.90,-124.91,-63.83,0.00,-1.46,0.00,-6.16,-2.65,-641.18,-124.52,-124.52,-124.52,0.00,0.00,1.83,0.92,-17.14,-14.77,-17.60,-0.00,-126.20,-4.27,0.00,0.00,-1035.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.49 °C,29.39 °C,29.49 °C,29.49 °C,29.49 °C,29.49 °C,29.49 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
112.303,-124.90,-124.91,-63.83,0.00,-1.46,0.00,-6.16,-2.65,-641.18,-124.52,-124.30,-124.52,0.00,0.00,1.83,0.92,-16.45,-15.61,-17.60,-0.00,-126.20,-4.27,0.00,0.00,-1035.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.49 °C,29.49 °C,29.49 °C,29.49 °C,29.49 °C,29.39 °C,29.49 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
113.303,-124.90,-124.91,-63.83,0.00,-1.42,0.00,-6.16,-2.75,-641.18,-124.52,-124.30,-124.52,0.00,0.00,1.83,0.92,-16.30,-15.76,-17.60,-0.00,-126.20,-4.27,0.00,0.00,-1035.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.49 °C,29.49 °C,29.49 °C,29.39 °C,29.49 °C,29.39 °C,29.49 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
114.304,-124.90,-124.91,-63.83,0.00,-1.42,0.00,-6.16,-2.65,-641.18,-124.52,-124.30,-124.52,0.00,0.00,1.83,0.92,-16.30,-15.61,-17.45,-0.00,-126.20,-4.27,0.00,0.00,-1035.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.49 °C,29.39 °C,29.49 °C,29.49 °C,29.49 °C,29.39 °C,29.49 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
115.304,-124.90,-124.91,-63.83,0.00,-1.42,0.00,-6.16,-2.75,-641.18,-124.52,-124.30,-124.52,0.00,0.00,1.83,0.92,-17.14,-15.91,-17.98,-0.00,-126.20,-4.27,0.00,0.00,-1035.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.49 °C,29.49 °C,29.49 °C,29.39 °C,29.49 °C,29.39 °C,29.49 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
116.304,-124.90,-124.91,-63.83,0.00,-1.46,0.00,-6.08,-2.75,-641.18,-124.52,-124.52,-124.52,0.00,0.00,1.83,0.92,-17.29,-15.91,-17.98,-0.00,-126.20,-4.27,0.00,0.00,-1035.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.39 °C,29.49 °C,29.49 °C,29.49 °C,29.49 °C,29.39 °C,29.49 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
117.305,-124.90,-124.91,-63.83,0.00,-1.46,0.00,-6.16,-2.75,-641.18,-124.52,-124.52,-124.52,0.00,0.00,1.83,0.92,-17.60,-15.76,-17.98,-0.00,-126.20,-4.27,0.00,0.00,-1035.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.49 °C,29.49 °C,29.49 °C,29.49 °C,29.49 °C,29.49 °C,29.49 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
118.305,-124.90,-124.91,-63.83,0.00,-1.46,0.00,-6.08,-2.75,-641.18,-124.52,-124.52,-124.52,0.00,0.00,1.83,0.92,-17.60,-15.76,-17.98,-0.00,-126.20,-4.27,0.00,0.00,-1035.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.49 °C,29.49 °C,29.49 °C,29.39 °C,29.49 °C,29.39 °C,29.49 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
119.305,-124.90,-124.91,-63.83,0.00,-1.42,0.00,-6.16,-2.75,-641.18,-124.52,-124.52,-124.52,0.00,0.00,1.83,0.92,-17.83,-15.61,-17.83,-0.00,-126.27,-4.27,0.00,0.00,-1035.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.49 °C,29.49 °C,29.49 °C,29.49 °C,29.49 °C,29.39 °C,29.49 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
120.305,-124.90,-124.91,-63.83,0.00,-1.42,0.00,-6.08,-2.84,-641.18,-124.52,-124.52,-124.52,0.00,0.00,1.83,0.92,-17.83,-15.61,-17.83,-0.00,-126.20,-4.27,0.00,0.00,-1035.38,0.00,0.00,0.00,0.00,0.00,0.00,0.00,29.49 °C,29.49 °C,29.49 °C,29.49 °C,29.49 °C,29.49 °C,29.49 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
