Time (s),MV FUEL PT,MV FUEL PT,P1 - Chamber Pressure,Not Used,High Press,Not Use,Load Cell,CHAMBER,P6 - GHE Fill Pressure,P8 - Pneumatics Pressure,Not Used,Not Used,Not Used,Not Used,Not Used,Not Used,QD Sep Indication,Lift Off Indicator,Main Valve Open Indicator,Main Valve Closed Indicator,Load Cell 1 - Veh Gross Weight,Load Cell 2 - - Veh Gross Weight,Not Used,Not Used,LOX TANK SFT ,FUEL TANK SFT ,DOME SET SFT,,,,,,TC1,TC2,TC3,TC4,TC5,TC6,TC7,TC8,TC9,TC10,TC11,TC12,TC13,TC14,Relay1,Relay2,Relay3,Relay4,Relay5,Relay6,Relay7,Relay8,Relay9,Relay10,Relay11,Relay12,Relay13,Relay14,Relay15,Relay16,Manual/Auto (1=Auto),
29.389,-1.03,8.17,-0.23,0.00,-1.84,0.00,-7.56,-1.63,0.37,-1.53,0.00,0.00,0.00,0.00,0.00,0.00,5.10,5.10,1.77,1.72,0.13,-2.48,0.00,0.00,72.37,57.66,2.78,0.00,0.00,0.00,0.00,0.00,30.79 °C,30.79 °C,30.90 °C,30.79 °C,30.79 °C,30.79 °C,30.79 °C,22.89 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
30.390,-1.03,8.17,-0.18,0.00,-1.84,0.00,-7.64,-1.63,0.43,-1.08,0.00,0.00,0.00,0.00,0.00,0.00,5.10,5.10,1.76,1.72,0.13,-2.48,0.00,0.00,72.37,57.66,2.78,0.00,0.00,0.00,0.00,0.00,30.79 °C,30.79 °C,30.79 °C,30.79 °C,30.79 °C,30.79 °C,30.90 °C,22.89 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
31.390,-1.03,8.17,-0.37,0.00,-1.84,0.00,-7.48,-1.63,0.48,-0.98,0.00,0.00,0.00,0.00,0.00,0.00,5.10,5.10,1.76,1.72,0.13,-2.48,0.00,0.00,72.37,57.66,2.78,0.00,0.00,0.00,0.00,0.00,30.79 °C,30.79 °C,30.79 °C,30.79 °C,30.90 °C,30.79 °C,30.79 °C,22.78 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
32.390,-1.03,8.17,-0.32,0.00,-1.84,0.00,-7.64,-1.63,0.43,-0.98,0.00,0.00,0.00,0.00,0.00,0.00,5.10,5.10,1.75,1.71,0.13,-2.48,0.00,0.00,72.15,57.88,2.78,0.00,0.00,0.00,0.00,0.00,30.79 °C,30.79 °C,30.79 °C,30.79 °C,30.79 °C,30.79 °C,30.79 °C,22.78 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
33.392,-1.03,8.17,-0.37,0.00,-1.84,0.00,-7.64,-1.63,0.48,-1.12,0.00,0.00,0.00,0.00,0.00,0.00,5.10,5.10,1.75,1.71,0.13,-2.48,0.00,0.00,71.92,58.11,2.78,0.00,0.00,0.00,0.00,0.00,30.79 °C,30.69 °C,30.90 °C,30.79 °C,30.90 °C,30.79 °C,30.79 °C,22.89 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
34.392,-1.03,8.17,-0.37,0.00,-1.84,0.00,-7.48,-1.63,0.48,-1.28,0.00,0.00,0.00,0.00,0.00,0.00,5.10,5.10,1.75,1.70,0.13,-2.48,0.00,0.00,71.92,58.11,2.78,0.00,0.00,0.00,0.00,0.00,30.79 °C,30.79 °C,30.79 °C,30.79 °C,30.90 °C,30.79 °C,30.90 °C,22.78 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
35.393,-1.03,8.17,-0.37,0.00,-1.84,0.00,-7.07,-1.58,0.57,-1.28,0.00,0.00,0.00,0.00,0.00,0.00,5.10,5.10,1.74,1.70,0.13,-2.48,0.00,0.00,71.92,58.11,2.78,0.00,0.00,0.00,0.00,0.00,30.79 °C,30.79 °C,30.79 °C,30.79 °C,30.69 °C,30.69 °C,30.79 °C,22.78 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
36.393,-1.03,8.17,-0.41,0.00,-1.84,0.00,-7.14,-1.63,0.57,-1.12,0.00,0.00,0.00,0.00,0.00,0.00,5.10,5.10,1.74,1.70,0.13,-2.48,0.00,0.00,71.70,58.11,2.78,0.00,0.00,0.00,0.00,0.00,30.79 °C,30.79 °C,30.79 °C,30.79 °C,30.79 °C,30.79 °C,30.79 °C,22.78 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
37.393,-1.03,8.17,-0.53,0.00,-1.84,0.00,-6.99,-1.63,0.57,-1.12,0.00,0.00,0.00,0.00,0.00,0.00,5.10,5.10,1.74,1.70,0.13,-2.48,0.00,0.00,71.70,58.11,2.78,0.00,0.00,0.00,0.00,0.00,30.79 °C,30.79 °C,30.79 °C,30.79 °C,31.00 °C,30.79 °C,30.79 °C,22.99 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
38.393,-1.03,8.17,-0.48,0.00,-1.84,0.00,-7.07,-1.63,0.57,-1.03,0.00,0.00,0.00,0.00,0.00,0.00,5.10,5.10,1.74,1.70,0.13,-2.48,0.00,0.00,71.70,58.41,2.78,0.00,0.00,0.00,0.00,0.00,30.79 °C,30.79 °C,30.90 °C,30.79 °C,30.90 °C,30.79 °C,30.79 °C,22.89 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
39.393,-1.03,8.17,-0.57,0.00,-1.84,0.00,-7.07,-1.63,0.57,-1.21,0.00,0.00,0.00,0.00,0.00,0.00,5.10,5.10,1.74,1.70,0.13,-2.48,0.00,0.00,71.40,58.41,2.78,0.00,0.00,0.00,0.00,0.00,30.79 °C,30.79 °C,30.79 °C,30.79 °C,30.90 °C,30.79 °C,30.79 °C,22.78 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
40.393,-1.03,8.17,-0.37,0.00,-1.84,0.00,-7.14,-1.58,0.57,-1.33,0.00,0.00,0.00,0.00,0.00,0.00,5.10,5.10,1.74,1.69,0.13,-2.48,0.00,0.00,71.40,58.41,2.78,0.00,0.00,0.00,0.00,0.00,30.79 °C,30.79 °C,30.90 °C,30.79 °C,30.69 °C,30.79 °C,30.79 °C,22.89 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
41.393,-1.03,8.17,-0.32,0.00,-1.84,0.00,-7.22,-1.63,0.53,-1.03,0.00,0.00,0.00,0.00,0.00,0.00,5.10,5.10,1.73,1.69,0.13,-2.48,0.00,0.00,71.40,58.63,2.78,0.00,0.00,0.00,0.00,0.00,30.79 °C,30.90 °C,30.79 °C,30.79 °C,30.79 °C,30.79 °C,30.79 °C,22.78 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
42.394,-1.03,8.17,-0.53,0.00,-1.84,0.00,-7.29,-1.63,0.53,-0.98,0.00,0.00,0.00,0.00,0.00,0.00,5.10,5.10,1.74,1.69,0.13,-2.48,0.00,0.00,71.17,58.63,2.78,0.00,0.00,0.00,0.00,0.00,30.79 °C,30.69 °C,30.79 °C,30.79 °C,31.00 °C,30.79 °C,30.79 °C,22.89 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
