Time (s),MV FUEL PT,MV FUEL PT,P1 - Chamber Pressure,Not Used,High Press,Not Use,Load Cell,CHAMBER,P6 - GHE Fill Pressure,P8 - Pneumatics Pressure,Not Used,Not Used,Not Used,Not Used,Not Used,Not Used,QD Sep Indication,Lift Off Indicator,Main Valve Open Indicator,Main Valve Closed Indicator,Load Cell 1 - Veh Gross Weight,Load Cell 2 - - Veh Gross Weight,Not Used,Not Used,LOX TANK SFT ,FUEL TANK SFT ,DOME SET SFT,,,,,,TC1,TC2,TC3,TC4,TC5,TC6,TC7,TC8,TC9,TC10,TC11,TC12,TC13,TC14,Relay1,Relay2,Relay3,Relay4,Relay5,Relay6,Relay7,Relay8,Relay9,Relay10,Relay11,Relay12,Relay13,Relay14,Relay15,Relay16,Manual/Auto (1=Auto),
273.467,-1.03,8.33,-0.92,0.00,780.19,0.00,-7.29,-1.63,0.62,-0.82,0.00,0.00,0.00,0.00,0.00,0.00,5.10,5.10,1.63,1.59,0.13,-2.48,0.00,0.00,63.81,480.00,3.31,0.00,0.00,0.00,0.00,0.00,30.59 °C,30.49 °C,30.59 °C,30.49 °C,30.59 °C,30.49 °C,30.59 °C,22.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
274.468,-1.03,8.29,-0.82,0.00,780.19,0.00,-6.99,-1.63,0.69,-0.73,0.00,0.00,0.00,0.00,0.00,0.00,5.10,5.10,1.64,1.60,0.13,-2.48,0.00,0.00,63.51,480.23,3.31,0.00,0.00,0.00,0.00,0.00,30.59 °C,30.59 °C,30.59 °C,30.49 °C,30.69 °C,30.59 °C,30.59 °C,22.59 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
275.468,-1.03,8.29,-0.57,0.00,780.19,0.00,-6.99,-1.63,0.69,-0.82,0.00,0.00,0.00,0.00,0.00,0.00,5.10,5.10,1.66,1.61,0.13,-2.48,0.00,0.00,63.51,480.75,3.53,0.00,0.00,0.00,0.00,0.00,30.59 °C,30.59 °C,30.49 °C,30.59 °C,30.59 °C,30.49 °C,30.59 °C,22.49 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
276.468,-1.03,8.29,-0.62,0.00,779.73,0.00,-7.83,-1.63,0.69,-0.92,0.00,0.00,0.00,0.00,0.00,0.00,5.10,5.10,1.66,1.62,0.13,-2.48,0.00,0.00,63.51,480.75,3.31,0.00,0.00,0.00,0.00,0.00,30.59 °C,30.49 °C,30.59 °C,30.59 °C,30.59 °C,30.49 °C,30.59 °C,22.49 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
277.468,-1.03,8.29,-0.78,0.00,779.73,0.00,-7.56,-1.63,0.69,-0.41,0.00,0.00,0.00,0.00,0.00,0.00,5.10,5.10,1.67,1.63,0.13,-2.48,0.00,0.00,63.51,480.98,3.31,0.00,0.00,0.00,0.00,0.00,30.59 °C,30.49 °C,30.59 °C,30.49 °C,30.59 °C,30.49 °C,30.59 °C,22.59 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
278.468,-1.03,8.29,-0.48,0.00,779.73,0.00,-7.83,-1.63,0.69,-0.78,0.00,0.00,0.00,0.00,0.00,0.00,5.10,5.10,1.68,1.64,0.13,-2.48,0.00,0.00,63.51,481.21,3.31,0.00,0.00,0.00,0.00,0.00,30.59 °C,30.49 °C,30.49 °C,30.49 °C,30.59 °C,30.49 °C,30.59 °C,22.49 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
279.468,-1.03,8.33,-1.03,0.00,779.73,0.00,-6.31,-1.58,0.62,-1.08,0.00,0.00,0.00,0.00,0.00,0.00,5.10,5.10,1.69,1.64,0.13,-2.48,0.00,0.00,63.29,481.73,3.31,0.00,0.00,0.00,0.00,0.00,30.59 °C,30.59 °C,30.79 °C,30.49 °C,30.39 °C,30.49 °C,30.59 °C,22.49 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
280.468,-1.03,8.29,-0.62,0.00,779.73,0.00,-7.48,-1.63,0.57,-0.92,0.00,0.00,0.00,0.00,0.00,0.00,5.10,5.10,1.69,1.65,0.13,-2.48,0.00,0.00,63.29,481.73,3.31,0.00,0.00,0.00,0.00,0.00,30.59 °C,30.59 °C,30.59 °C,30.49 °C,30.79 °C,30.59 °C,30.59 °C,22.49 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
281.468,-1.03,8.33,-0.48,0.00,779.27,0.00,-8.32,-1.63,0.57,-1.21,0.00,0.00,0.00,0.00,0.00,0.00,5.10,5.10,1.70,1.65,0.13,-2.48,0.00,0.00,63.06,481.96,3.31,0.00,0.00,0.00,0.00,0.00,30.59 °C,30.59 °C,30.59 °C,30.49 °C,30.69 °C,30.49 °C,30.59 °C,22.59 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
282.468,-1.03,8.33,-0.53,0.00,779.27,0.00,-8.05,-1.63,0.57,-0.82,0.00,0.00,0.00,0.00,0.00,0.00,5.10,5.10,1.70,1.66,0.13,-2.48,0.00,0.00,63.06,482.18,3.31,0.00,0.00,0.00,0.00,0.00,30.59 °C,30.59 °C,30.59 °C,30.49 °C,30.59 °C,30.49 °C,30.59 °C,22.49 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
283.468,-1.03,8.33,-0.53,0.00,779.27,0.00,-7.64,-1.58,0.57,-1.17,0.00,0.00,0.00,0.00,0.00,0.00,5.10,5.10,1.71,1.66,0.13,-2.48,0.00,0.00,63.06,482.18,3.31,0.00,0.00,0.00,0.00,0.00,30.59 °C,30.59 °C,30.59 °C,30.49 °C,30.79 °C,30.59 °C,30.59 °C,22.49 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
284.469,-1.03,8.33,-0.07,0.00,779.27,0.00,-8.13,-1.58,-0.07,-1.88,0.00,0.00,0.00,0.00,0.00,0.00,5.10,5.10,1.83,1.78,0.13,-2.48,0.00,0.00,62.84,482.48,3.31,0.00,0.00,0.00,0.00,0.00,30.59 °C,30.59 °C,30.59 °C,30.49 °C,30.49 °C,30.49 °C,30.59 °C,22.59 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
285.468,-1.03,8.33,-0.23,0.00,779.27,0.00,-8.21,-1.58,0.02,-1.46,0.00,0.00,0.00,0.00,0.00,0.00,5.10,5.10,1.82,1.77,0.13,-2.48,0.00,0.00,62.84,482.93,3.31,0.00,0.00,0.00,0.00,0.00,30.59 °C,30.49 °C,30.59 °C,30.49 °C,30.59 °C,30.49 °C,30.59 °C,22.59 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
286.468,-1.03,8.33,-0.23,0.00,779.27,0.00,-8.21,-1.58,0.07,-1.17,0.00,0.00,0.00,0.00,0.00,0.00,5.10,5.10,1.80,1.76,0.13,-2.48,0.00,0.00,62.84,483.16,3.53,0.00,0.00,0.00,0.00,0.00,30.59 °C,30.49 °C,30.59 °C,30.49 °C,30.69 °C,30.49 °C,30.59 °C,22.59 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
287.468,-1.03,8.33,-0.18,0.00,778.81,0.00,-8.32,-1.58,0.14,-0.92,0.00,0.00,0.00,0.00,0.00,0.00,5.10,5.10,1.79,1.75,0.13,-2.48,0.00,0.00,62.54,483.16,3.31,0.00,0.00,0.00,0.00,0.00,30.59 °C,30.49 °C,30.59 °C,30.49 °C,30.69 °C,30.49 °C,30.59 °C,22.59 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
288.469,-1.03,8.33,-0.32,0.00,779.27,0.00,-7.90,-1.58,0.18,-1.08,0.00,0.00,0.00,0.00,0.00,0.00,5.10,5.10,1.78,1.74,0.13,-2.48,0.00,0.00,62.54,483.46,3.53,0.00,0.00,0.00,0.00,0.00,30.49 °C,30.49 °C,30.59 °C,30.49 °C,30.69 °C,30.49 °C,30.59 °C,22.59 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
289.469,-1.03,8.33,-0.32,0.00,779.27,0.00,-8.05,-1.58,0.18,-0.57,0.00,0.00,0.00,0.00,0.00,0.00,5.10,5.10,1.78,1.73,0.13,-2.48,0.00,0.00,62.54,483.91,3.53,0.00,0.00,0.00,0.00,0.00,30.59 °C,30.49 °C,30.59 °C,30.49 °C,30.00 °C,30.49 °C,30.59 °C,22.38 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
290.469,-1.03,8.33,-0.27,0.00,779.27,0.00,-8.05,-1.58,0.02,-1.33,0.00,0.00,0.00,0.00,0.00,0.00,5.10,5.10,1.77,1.72,0.13,-2.48,0.00,0.00,62.54,483.91,3.31,0.00,0.00,0.00,0.00,0.00,30.59 °C,30.49 °C,30.49 °C,30.49 °C,30.79 °C,30.49 °C,30.59 °C,22.49 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
291.469,-0.98,8.33,-0.27,0.00,778.81,0.00,-7.64,-1.58,0.23,-0.57,0.00,0.00,0.00,0.00,0.00,0.00,5.10,5.10,1.77,1.72,0.13,-2.48,0.00,0.00,62.54,484.21,3.31,0.00,0.00,0.00,0.00,0.00,30.49 °C,30.49 °C,30.59 °C,30.49 °C,30.69 °C,30.49 °C,30.59 °C,22.38 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
292.470,-1.03,8.33,-0.53,0.00,778.81,0.00,-7.83,-1.58,0.23,-1.46,0.00,0.00,0.00,0.00,0.00,0.00,5.10,5.10,1.76,1.72,0.13,-2.48,0.00,0.00,62.31,484.21,3.31,0.00,0.00,0.00,0.00,0.00,30.59 °C,30.49 °C,30.59 °C,30.49 °C,30.00 °C,30.49 °C,30.59 °C,22.38 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
293.470,-1.03,8.33,-0.48,0.00,778.81,0.00,-7.22,-1.58,0.27,-1.28,0.00,0.00,0.00,0.00,0.00,0.00,5.10,5.10,1.76,1.72,0.13,-2.48,0.00,0.00,62.31,484.66,3.53,0.00,0.00,0.00,0.00,0.00,30.49 °C,30.49 °C,30.49 °C,30.49 °C,30.79 °C,30.49 °C,30.59 °C,22.38 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
294.470,-1.03,8.38,-0.48,0.00,778.81,0.00,-7.71,-1.58,0.32,-1.53,0.00,0.00,0.00,0.00,0.00,0.00,5.10,5.10,1.75,1.71,0.13,-2.48,0.00,0.00,62.09,484.88,3.53,0.00,0.00,0.00,0.00,0.00,30.49 °C,30.49 °C,30.49 °C,30.49 °C,30.49 °C,30.49 °C,30.59 °C,22.49 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
295.470,-1.03,8.38,-0.57,0.00,778.81,0.00,-7.83,-1.58,0.32,-0.92,0.00,0.00,0.00,0.00,0.00,0.00,5.10,5.10,1.75,1.70,0.13,-2.48,0.00,0.00,62.09,484.88,3.53,0.00,0.00,0.00,0.00,0.00,30.49 °C,30.49 °C,30.79 °C,30.49 °C,30.59 °C,30.49 °C,30.59 °C,22.38 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
296.471,-1.03,8.33,-0.48,0.00,778.36,0.00,-7.90,-1.58,0.32,-1.28,0.00,0.00,0.00,0.00,0.00,0.00,5.10,5.10,1.75,1.70,0.13,-2.48,0.00,0.00,62.09,485.18,3.53,0.00,0.00,0.00,0.00,0.00,30.59 °C,30.49 °C,30.59 °C,30.49 °C,30.49 °C,30.49 °C,30.59 °C,22.38 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
297.472,-1.03,8.38,-0.37,0.00,778.36,0.00,-7.14,-1.53,0.48,-1.17,0.00,0.00,0.00,0.00,0.00,0.00,5.10,5.10,1.75,1.70,0.13,-2.48,0.00,0.00,62.09,485.41,3.53,0.00,0.00,0.00,0.00,0.00,30.59 °C,30.49 °C,30.59 °C,30.49 °C,30.69 °C,30.49 °C,30.59 °C,22.49 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
298.472,-0.98,8.38,-0.48,0.00,778.36,0.00,-7.22,-1.53,0.48,-1.03,0.00,0.00,0.00,0.00,0.00,0.00,5.10,5.10,1.75,1.70,0.13,-2.48,0.00,0.00,62.09,485.63,3.53,0.00,0.00,0.00,0.00,0.00,30.59 °C,30.59 °C,30.59 °C,30.39 °C,30.59 °C,30.49 °C,30.59 °C,22.38 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
299.474,-1.03,8.38,-0.57,0.00,778.36,0.00,-7.41,-1.53,0.48,-0.57,0.00,0.00,0.00,0.00,0.00,0.00,5.10,5.10,1.74,1.70,0.13,-2.48,0.00,0.00,61.79,485.86,3.53,0.00,0.00,0.00,0.00,0.00,30.59 °C,30.49 °C,30.49 °C,30.49 °C,30.79 °C,30.49 °C,30.59 °C,22.38 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
300.474,-1.03,8.38,-0.66,0.00,778.36,0.00,-7.29,-1.53,0.48,-1.08,0.00,0.00,0.00,0.00,0.00,0.00,5.10,5.10,1.74,1.70,0.13,-2.48,0.00,0.00,61.79,486.16,3.53,0.00,0.00,0.00,0.00,0.00,30.59 °C,30.49 °C,30.59 °C,30.49 °C,30.59 °C,30.49 °C,30.49 °C,22.38 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
301.475,-0.98,8.38,-0.66,0.00,778.36,0.00,-7.14,-1.53,0.48,-1.21,0.00,0.00,0.00,0.00,0.00,0.00,5.10,5.10,1.74,1.70,0.13,-2.48,0.00,0.00,61.79,486.39,3.53,0.00,0.00,0.00,0.00,0.00,30.59 °C,30.49 °C,30.59 °C,30.49 °C,30.59 °C,30.49 °C,30.59 °C,22.38 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
302.475,-0.98,8.38,-0.62,0.00,777.67,0.00,-7.29,-1.53,0.48,-1.08,0.00,0.00,0.00,0.00,0.00,0.00,5.10,5.10,1.74,1.69,0.13,-2.48,0.00,0.00,61.56,486.61,3.53,0.00,0.00,0.00,0.00,0.00,30.59 °C,30.49 °C,30.59 °C,30.49 °C,30.59 °C,30.49 °C,30.59 °C,22.49 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
303.475,-1.03,8.38,-0.53,0.00,777.67,0.00,-7.64,-1.53,0.43,-0.87,0.00,0.00,0.00,0.00,0.00,0.00,5.10,5.10,1.74,1.69,0.13,-2.48,0.00,0.00,61.56,486.61,3.53,0.00,0.00,0.00,0.00,0.00,30.59 °C,30.49 °C,30.59 °C,30.49 °C,30.49 °C,30.49 °C,30.49 °C,22.49 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
304.475,-0.98,8.38,-0.41,0.00,777.67,0.00,-7.90,-1.53,0.48,-0.92,0.00,0.00,0.00,0.00,0.00,0.00,5.10,5.10,1.74,1.69,0.13,-2.48,0.00,0.00,61.56,486.91,3.53,0.00,0.00,0.00,0.00,0.00,30.59 °C,30.59 °C,30.59 °C,30.49 °C,30.69 °C,30.49 °C,30.59 °C,22.59 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
305.475,-1.03,8.38,-0.41,0.00,777.67,0.00,-7.98,-1.53,0.48,-1.42,0.00,0.00,0.00,0.00,0.00,0.00,5.10,5.10,1.74,1.69,0.13,-2.48,0.00,0.00,61.56,487.14,3.53,0.00,0.00,0.00,0.00,0.00,30.59 °C,30.49 °C,30.59 °C,30.49 °C,31.00 °C,30.49 °C,30.59 °C,22.59 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
306.475,-1.03,8.38,-0.48,0.00,777.67,0.00,-7.71,-1.53,0.48,-1.03,0.00,0.00,0.00,0.00,0.00,0.00,5.10,5.10,1.74,1.69,0.13,-2.48,0.00,0.00,61.34,487.59,3.53,0.00,0.00,0.00,0.00,0.00,30.59 °C,30.49 °C,30.59 °C,30.49 °C,30.69 °C,30.49 °C,30.59 °C,22.49 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
307.475,-0.98,8.38,-0.48,0.00,777.67,0.00,-7.90,-1.53,0.48,-0.73,0.00,0.00,0.00,0.00,0.00,0.00,5.10,5.10,1.74,1.69,0.13,-2.48,0.00,0.00,61.34,487.59,3.53,0.00,0.00,0.00,0.00,0.00,30.59 °C,30.59 °C,30.49 °C,30.49 °C,30.59 °C,30.49 °C,30.59 °C,22.38 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
308.475,-1.03,8.38,-0.41,0.00,777.67,0.00,-7.90,-1.53,0.48,-1.37,0.00,0.00,0.00,0.00,0.00,0.00,5.10,5.10,1.73,1.69,0.13,-2.48,0.00,0.00,61.34,487.89,3.53,0.00,0.00,0.00,0.00,0.00,30.59 °C,30.49 °C,30.59 °C,30.49 °C,31.20 °C,30.49 °C,30.59 °C,22.38 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
309.475,-0.98,8.38,-0.53,0.00,777.67,0.00,-7.71,-1.53,0.48,-1.28,0.00,0.00,0.00,0.00,0.00,0.00,5.10,5.10,1.73,1.69,0.13,-2.48,0.00,0.00,61.11,487.89,3.53,0.00,0.00,0.00,0.00,0.00,30.59 °C,30.49 °C,30.49 °C,30.49 °C,30.69 °C,30.49 °C,30.59 °C,22.38 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
310.475,-1.03,8.38,-0.48,0.00,777.21,0.00,-7.98,-1.53,0.57,-0.98,0.00,0.00,0.00,0.00,0.00,0.00,5.10,5.10,1.74,1.69,-50.73,-2.48,0.00,0.00,61.11,488.34,3.53,0.00,0.00,0.00,0.00,0.00,30.59 °C,30.49 °C,30.59 °C,30.49 °C,30.69 °C,30.49 °C,30.59 °C,22.49 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
311.476,-0.98,8.38,-0.48,0.00,777.21,0.00,-7.98,-1.53,0.53,-0.98,0.00,0.00,0.00,0.00,0.00,0.00,5.10,5.10,1.73,1.69,-43.10,-2.48,0.00,0.00,61.11,488.64,3.53,0.00,0.00,0.00,0.00,0.00,30.59 °C,30.49 °C,30.59 °C,30.49 °C,30.79 °C,30.49 °C,30.59 °C,22.49 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
312.476,-0.98,8.38,-0.48,0.00,777.21,0.00,-7.83,-1.53,0.53,-0.98,0.00,0.00,0.00,0.00,0.00,0.00,5.10,5.10,1.73,1.69,-32.93,-2.48,0.00,0.00,61.11,488.86,3.53,0.00,0.00,0.00,0.00,0.00,30.59 °C,30.49 °C,30.59 °C,30.49 °C,30.59 °C,30.49 °C,30.59 °C,22.49 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
313.476,-1.03,8.38,-0.62,0.00,777.21,0.00,-7.64,-1.53,0.53,-0.98,0.00,0.00,0.00,0.00,0.00,0.00,5.10,5.10,1.73,1.69,-32.93,-2.48,0.00,0.00,60.81,488.86,3.53,0.00,0.00,0.00,0.00,0.00,30.59 °C,30.59 °C,30.59 °C,30.49 °C,30.59 °C,30.49 °C,30.59 °C,22.49 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
314.476,-0.98,8.38,-0.66,0.00,777.21,0.00,-7.64,-1.53,0.53,-1.03,0.00,0.00,0.00,0.00,0.00,0.00,5.10,5.10,1.73,1.69,-25.30,-2.48,0.00,0.00,60.81,489.09,3.53,0.00,0.00,0.00,0.00,0.00,30.59 °C,30.49 °C,30.49 °C,30.49 °C,30.59 °C,30.49 °C,30.59 °C,22.49 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
315.476,-1.03,8.38,-0.78,0.00,777.21,0.00,-7.64,-1.53,0.53,-0.98,0.00,0.00,0.00,0.00,0.00,0.00,5.10,5.10,1.73,1.68,-25.30,-2.48,0.00,0.00,60.81,489.31,3.53,0.00,0.00,0.00,0.00,0.00,30.59 °C,30.49 °C,30.59 °C,30.49 °C,30.59 °C,30.49 °C,30.59 °C,22.49 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
316.477,-1.03,8.38,-0.82,0.00,777.21,0.00,-7.64,-1.53,0.53,-0.82,0.00,0.00,0.00,0.00,0.00,0.00,5.10,5.10,1.73,1.69,-17.67,-2.48,0.00,0.00,60.81,489.61,3.53,0.00,0.00,0.00,0.00,0.00,30.59 °C,30.59 °C,30.59 °C,30.49 °C,30.79 °C,30.49 °C,30.59 °C,22.49 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
317.478,-1.03,8.38,-0.82,0.00,777.21,0.00,-7.48,-1.53,0.53,-0.98,0.00,0.00,0.00,0.00,0.00,0.00,5.10,5.10,1.73,1.69,-17.67,-2.48,0.00,0.00,60.59,489.61,3.53,0.00,0.00,0.00,0.00,0.00,30.59 °C,30.49 °C,30.59 °C,30.59 °C,30.49 °C,30.49 °C,30.59 °C,22.49 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
318.478,-1.03,8.38,-0.87,0.00,777.21,0.00,-7.48,-1.58,0.53,-0.92,0.00,0.00,0.00,0.00,0.00,0.00,5.10,5.10,1.73,1.69,-10.04,-2.48,0.00,0.00,60.59,490.06,3.53,0.00,0.00,0.00,0.00,0.00,30.59 °C,30.49 °C,30.59 °C,30.59 °C,30.49 °C,30.49 °C,30.69 °C,22.49 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
319.478,-1.03,8.38,-0.87,0.00,776.75,0.00,-7.48,-1.58,0.53,-1.03,0.00,0.00,0.00,0.00,0.00,0.00,5.10,5.10,1.73,1.68,-10.04,-2.48,0.00,0.00,60.59,490.06,3.53,0.00,0.00,0.00,0.00,0.00,30.59 °C,30.49 °C,30.59 °C,30.49 °C,30.69 °C,30.49 °C,30.59 °C,22.49 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
320.478,-1.03,8.38,-0.98,0.00,776.75,0.00,-7.22,-1.58,0.57,-0.73,0.00,0.00,0.00,0.00,0.00,0.00,5.10,5.10,1.73,1.68,-10.04,-2.48,0.00,0.00,60.59,490.29,3.31,0.00,0.00,0.00,0.00,0.00,30.59 °C,30.49 °C,30.59 °C,30.49 °C,30.49 °C,30.49 °C,30.59 °C,22.49 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
321.478,-1.03,8.38,-0.92,0.00,776.75,0.00,-7.22,-1.58,0.53,-0.98,0.00,0.00,0.00,0.00,0.00,0.00,5.10,5.10,1.73,1.69,-10.04,-2.48,0.00,0.00,60.36,490.29,3.53,0.00,0.00,0.00,0.00,0.00,30.49 °C,30.49 °C,30.59 °C,30.49 °C,30.59 °C,30.49 °C,30.59 °C,22.49 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,1369.68 °C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
